p	trips_min	trips_max	trips_mean	trips_med	trips_sd	succ_mean	succ_med	diag_mean	diag_med
0.00652	6	6	6	6	0	0.733889	0.999792	0.920833	1
0.00654	6	6	6	6	0	0.724722	0.999937	0.920972	1
0.00656	6	6	6	6	0	0.721111	0.999876	0.916389	1
0.00658	6	6	6	6	0	0.72875	0.999894	0.918333	1
0.0066	6	6	6	6	0	0.7225	0.999906	0.917361	1
0.00662	6	6	6	6	0	0.721944	0.999937	0.914583	1
0.00664	6	6	6	6	0	0.722639	0.999952	0.914028	1
0.00666	6	6	6	6	0	0.727222	0.999976	0.9175	1
0.00668	6	6	6	6	0	0.72125	0.999875	0.917917	1
0.0067	6	6	6	6	0	0.725139	0.999997	0.917778	1
0.00672	6	6	6	6	0	0.7175	0.999925	0.916389	1
0.00674	6	6	6	6	0	0.71625	0.999966	0.91625	1
0.00676	6	6	6	6	0	0.711667	0.999637	0.916111	1
0.00678	6	6	6	6	0	0.710694	0.99998	0.914306	1
0.0068	6	6	6	6	0	0.720556	0.999991	0.923333	1
0.00682	6	6	6	6	0	0.713056	0.9999	0.919583	1
0.00684	6	6	6	6	0	0.7275	0.999847	0.922917	1
0.00686	6	6	6	6	0	0.713194	0.99978	0.915556	1
0.00688	6	6	6	6	0	0.716667	0.99991	0.915139	1
0.0069	6	6	6	6	0	0.720694	0.999756	0.915694	1
0.00692	6	6	6	6	0	0.714583	0.999824	0.914722	1
0.00694	6	6	6	6	0	0.7025	0.999938	0.911806	1
0.00696	6	6	6	6	0	0.705694	0.99947	0.918333	1
0.00698	6	6	6	6	0	0.709028	0.999957	0.913611	1
0.007	6	6	6	6	0	0.710278	0.999573	0.914583	1
0.00702	6	6	6	6	0	0.707222	0.9999	0.915833	1
0.00704	6	6	6	6	0	0.707361	0.999974	0.91375	1
0.00706	6	6	6	6	0	0.705139	0.999991	0.918056	1
0.00708	6	6	6	6	0	0.710139	0.999459	0.915833	1
0.0071	6	6	6	6	0	0.707917	0.999884	0.915417	1
0.00712	6	6	6	6	0	0.697778	0.999534	0.913194	1
0.00714	6	6	6	6	0	0.702361	0.999937	0.911389	1
0.00716	6	6	6	6	0	0.715972	0.999954	0.912778	1
0.00718	6	6	6	6	0	0.6975	0.999826	0.912222	1
0.0072	6	6	6	6	0	0.709583	0.999633	0.917778	1
0.00722	6	6	6	6	0	0.701667	0.999904	0.913056	1
0.00724	6	6	6	6	0	0.697361	0.99967	0.915694	1
0.00726	6	6	6	6	0	0.693611	0.999974	0.915694	1
0.00728	6	6	6	6	0	0.698472	0.999948	0.91625	1
0.0073	6	6	6	6	0	0.695833	0.999971	0.911111	1
0.00732	6	6	6	6	0	0.696667	0.999714	0.913056	1
0.00734	6	6	6	6	0	0.703194	0.999779	0.910694	1
0.00736	6	6	6	6	0	0.693889	0.99995	0.913333	1
0.00738	6	6	6	6	0	0.705	0.99986	0.914444	1
0.0074	6	6	6	6	0	0.693194	0.999961	0.910694	1
0.00742	6	6	6	6	0	0.690139	0.999848	0.911389	1
0.00744	6	6	6	6	0	0.689722	0.999997	0.913611	1
0.00746	6	6	6	6	0	0.692917	0.999952	0.909861	1
0.00748	6	6	6	6	0	0.689583	0.999983	0.913333	1
0.0075	6	6	6	6	0	0.689861	0.999781	0.913194	1
0.00752	6	6	6	6	0	0.694306	0.999892	0.911944	1
0.00754	6	6	6	6	0	0.695972	0.999905	0.907361	1
0.00756	6	6	6	6	0	0.689444	0.999964	0.912917	1
