p	trips_min	trips_max	trips_mean	trips_med	trips_sd	succ_mean	succ_med	diag_mean	diag_med
0.00308	6	6	6	6	0	0.856528	1	0.952222	1
0.0031	6	6	6	6	0	0.864861	1	0.961806	1
0.00312	6	6	6	6	0	0.862778	1	0.954028	1
0.00314	6	6	6	6	0	0.859306	1	0.954028	1
0.00316	6	6	6	6	0	0.857778	1	0.954028	1
0.00318	6	6	6	6	0	0.86	1	0.954306	1
0.0032	6	6	6	6	0	0.857778	1	0.959028	1
0.00322	6	6	6	6	0	0.850139	1	0.952778	1
0.00324	6	6	6	6	0	0.847778	1	0.951667	1
0.00326	6	6	6	6	0	0.850694	1	0.953333	1
0.00328	6	6	6	6	0	0.85875	1	0.953889	1
0.0033	6	6	6	6	0	0.859028	1	0.957083	1
0.00332	6	6	6	6	0	0.857639	1	0.954028	1
0.00334	6	6	6	6	0	0.851528	1	0.95625	1
0.00336	6	6	6	6	0	0.850833	1	0.955833	1
0.00338	6	6	6	6	0	0.856806	1	0.954167	1
0.0034	6	6	6	6	0	0.851389	1	0.950972	1
0.00342	6	6	6	6	0	0.851528	1	0.952917	1
0.00344	6	6	6	6	0	0.848194	1	0.946806	1
0.00346	6	6	6	6	0	0.840417	1	0.946667	1
0.00348	6	6	6	6	0	0.842917	1	0.95	1
0.0035	6	6	6	6	0	0.846944	1	0.952083	1
0.00352	6	6	6	6	0	0.848056	1	0.954028	1
0.00354	6	6	6	6	0	0.833194	1	0.949167	1
0.00356	6	6	6	6	0	0.840694	1	0.943472	1
0.00358	6	6	6	6	0	0.848611	1	0.950139	1
0.0036	6	6	6	6	0	0.837639	1	0.951806	1
0.00362	6	6	6	6	0	0.837917	1	0.947361	1
0.00364	6	6	6	6	0	0.832778	1	0.944167	1
0.00366	6	6	6	6	0	0.838472	1	0.942917	1
0.00368	6	6	6	6	0	0.835556	1	0.948472	1
0.0037	6	6	6	6	0	0.850139	1	0.951944	1
0.00372	6	6	6	6	0	0.840556	1	0.950833	1
0.00374	6	6	6	6	0	0.840972	1	0.950833	1
0.00376	6	6	6	6	0	0.838194	1	0.95125	1
0.00378	6	6	6	6	0	0.841667	1	0.948611	1
0.0038	6	6	6	6	0	0.830139	1	0.942917	1
0.00382	6	6	6	6	0	0.839861	1	0.94875	1
0.00384	6	6	6	6	0	0.839167	1	0.948472	1
0.00386	6	6	6	6	0	0.827778	1	0.944861	1
0.00388	6	6	6	6	0	0.833056	1	0.949306	1
0.0039	6	6	6	6	0	0.828194	1	0.948056	1
0.00392	6	6	6	6	0	0.832083	1	0.947917	1
0.00394	6	6	6	6	0	0.822917	1	0.94625	1
0.00396	6	6	6	6	0	0.833889	1	0.948056	1
0.00398	6	6	6	6	0	0.824306	1	0.944444	1
0.004	6	6	6	6	0	0.820278	1	0.939861	1
0.00402	6	6	6	6	0	0.833889	1	0.947222	1
0.00404	6	6	6	6	0	0.831389	1	0.946528	1
0.00406	6	6	6	6	0	0.821944	1	0.945278	1
0.00408	6	6	6	6	0	0.824444	1	0.943056	1
0.0041	6	6	6	6	0	0.825	1	0.944583	1
0.00412	6	6	6	6	0	0.821528	1	0.945556	1
0.00414	6	6	6	6	0	0.818889	1	0.941111	1
0.00416	6	6	6	6	0	0.816111	1	0.949028	1
0.00418	6	6	6	6	0	0.811667	0.999968	0.943889	1
0.0042	6	6	6	6	0	0.819028	1	0.945278	1
0.00422	6	6	6	6	0	0.812361	1	0.940556	1
0.00424	6	6	6	6	0	0.814028	1	0.943194	1
0.00426	6	6	6	6	0	0.809306	1	0.942639	1
0.00428	6	6	6	6	0	0.819306	1	0.945972	1
0.0043	6	6	6	6	0	0.814583	1	0.946528	1
0.00432	6	6	6	6	0	0.810278	1	0.943194	1
0.00434	6	6	6	6	0	0.8125	1	0.944722	1
0.00436	6	6	6	6	0	0.815833	1	0.939861	1
0.00438	6	6	6	6	0	0.801944	1	0.9375	1
0.0044	6	6	6	6	0	0.8125	1	0.941389	1
0.00442	6	6	6	6	0	0.817639	1	0.945139	1
0.00444	6	6	6	6	0	0.815	0.999986	0.942917	1
0.00446	6	6	6	6	0	0.810278	1	0.939861	1
0.00448	6	6	6	6	0	0.800139	0.99999	0.940833	1
0.0045	6	6	6	6	0	0.801806	1	0.936389	1
0.00452	6	6	6	6	0	0.812917	0.999928	0.942917	1
0.00454	6	6	6	6	0	0.804861	1	0.939167	1
0.00456	6	6	6	6	0	0.806667	1	0.942639	1
0.00458	6	6	6	6	0	0.805833	1	0.939444	1
0.0046	6	6	6	6	0	0.8	1	0.938611	1
0.00462	6	6	6	6	0	0.800694	0.999981	0.940972	1
0.00464	6	6	6	6	0	0.793889	1	0.937917	1
0.00466	6	6	6	6	0	0.798889	1	0.945278	1
0.00468	6	6	6	6	0	0.786944	1	0.934444	1
0.0047	6	6	6	6	0	0.800972	1	0.936389	1
0.00472	6	6	6	6	0	0.798056	1	0.939722	1
0.00474	6	6	6	6	0	0.788472	1	0.932639	1
0.00476	6	6	6	6	0	0.798333	1	0.938472	1
0.00478	6	6	6	6	0	0.795833	1	0.939306	1
0.0048	6	6	6	6	0	0.798611	1	0.938194	1
0.00482	6	6	6	6	0	0.788333	1	0.938333	1
0.00484	6	6	6	6	0	0.795139	1	0.934167	1
0.00486	6	6	6	6	0	0.796389	1	0.937222	1
0.00488	6	6	6	6	0	0.792083	1	0.940278	1
0.0049	6	6	6	6	0	0.78875	1	0.934583	1
0.00492	6	6	6	6	0	0.791667	1	0.936528	1
0.00494	6	6	6	6	0	0.790833	0.999987	0.932083	1
0.00496	6	6	6	6	0	0.786944	1	0.937917	1
0.00498	6	6	6	6	0	0.782917	1	0.934028	1
0.005	6	6	6	6	0	0.795694	0.999937	0.934861	1
0.00502	6	6	6	6	0	0.782361	1	0.929861	1
0.00504	6	6	6	6	0	0.783472	1	0.933889	1
0.00506	6	6	6	6	0	0.788889	1	0.933056	1
0.00508	6	6	6	6	0	0.783889	1	0.935417	1
0.0051	6	6	6	6	0	0.782361	0.999956	0.936389	1
0.00512	6	6	6	6	0	0.786806	0.999956	0.934583	1
0.00514	6	6	6	6	0	0.781111	1	0.931528	1
0.00516	6	6	6	6	0	0.784583	0.99998	0.931528	1
0.00518	6	6	6	6	0	0.776667	0.999961	0.928333	1
0.0052	6	6	6	6	0	0.774028	0.999954	0.929444	1
0.00522	6	6	6	6	0	0.774861	1	0.929306	1
0.00524	6	6	6	6	0	0.777222	1	0.9275	1
0.00526	6	6	6	6	0	0.771806	1	0.928194	1
0.00528	6	6	6	6	0	0.786528	1	0.93375	1
0.0053	6	6	6	6	0	0.7675	0.999882	0.929028	1
0.00532	6	6	6	6	0	0.775278	1	0.932361	1
0.00534	6	6	6	6	0	0.763889	1	0.932361	1
0.00536	6	6	6	6	0	0.772361	1	0.926667	1
0.00538	6	6	6	6	0	0.775	1	0.931111	1
0.0054	6	6	6	6	0	0.773194	1	0.926389	1
0.00542	6	6	6	6	0	0.771944	1	0.930556	1
0.00544	6	6	6	6	0	0.768333	0.999931	0.929306	1
0.00546	6	6	6	6	0	0.765417	0.999999	0.929167	1
0.00548	6	6	6	6	0	0.773333	1	0.930556	1
0.0055	6	6	6	6	0	0.773333	0.999999	0.928611	1
0.00552	6	6	6	6	0	0.757778	0.999923	0.929444	1
0.00554	6	6	6	6	0	0.765694	1	0.926806	1
0.00556	6	6	6	6	0	0.767222	0.999845	0.932222	1
0.00558	6	6	6	6	0	0.763333	0.999993	0.930556	1
0.0056	6	6	6	6	0	0.768056	1	0.929583	1
0.00562	6	6	6	6	0	0.756389	0.999906	0.92625	1
0.00564	6	6	6	6	0	0.762778	1	0.927222	1
0.00566	6	6	6	6	0	0.759583	0.999951	0.925417	1
0.00568	6	6	6	6	0	0.75875	0.99998	0.929306	1
0.0057	6	6	6	6	0	0.750972	0.999949	0.927361	1
0.00572	6	6	6	6	0	0.758194	0.999688	0.923194	1
0.00574	6	6	6	6	0	0.761944	0.999971	0.928889	1
0.00576	6	6	6	6	0	0.75875	0.999827	0.926806	1
0.00578	6	6	6	6	0	0.755	0.99996	0.923333	1
0.0058	6	6	6	6	0	0.760278	0.99995	0.932083	1
0.00582	6	6	6	6	0	0.757917	1	0.927778	1
0.00584	6	6	6	6	0	0.759028	1	0.929028	1
0.00586	6	6	6	6	0	0.7425	0.999924	0.921111	1
0.00588	6	6	6	6	0	0.755833	0.999942	0.923472	1
0.0059	6	6	6	6	0	0.759028	0.999995	0.924722	1
0.00592	6	6	6	6	0	0.753194	0.999996	0.925139	1
0.00594	6	6	6	6	0	0.752778	0.999981	0.926806	1
0.00596	6	6	6	6	0	0.75625	1	0.928472	1
0.00598	6	6	6	6	0	0.749028	0.999948	0.919583	1
0.006	6	6	6	6	0	0.744306	0.999897	0.92	1
0.00602	6	6	6	6	0	0.755833	0.999952	0.926528	1
0.00604	6	6	6	6	0	0.741111	0.999959	0.92375	1
0.00606	6	6	6	6	0	0.744167	0.999982	0.920139	1
0.00608	6	6	6	6	0	0.746111	0.999967	0.927917	1
0.0061	6	6	6	6	0	0.735417	0.999962	0.914444	1
0.00612	6	6	6	6	0	0.745278	0.999869	0.921389	1
0.00614	6	6	6	6	0	0.748056	1	0.923889	1
0.00616	6	6	6	6	0	0.734444	0.999915	0.91375	1
0.00618	6	6	6	6	0	0.738472	0.99991	0.921806	1
0.0062	6	6	6	6	0	0.734583	0.999984	0.915833	1
0.00622	6	6	6	6	0	0.740833	0.999957	0.92375	1
0.00624	6	6	6	6	0	0.745556	0.999962	0.92625	1
0.00626	6	6	6	6	0	0.730556	0.999978	0.919028	1
0.00628	6	6	6	6	0	0.739167	0.999959	0.918472	1
0.0063	6	6	6	6	0	0.747639	0.999863	0.920278	1
0.00632	6	6	6	6	0	0.730694	0.999918	0.917917	1
0.00634	6	6	6	6	0	0.730972	0.999956	0.910556	1
0.00636	6	6	6	6	0	0.739028	0.999957	0.921806	1
0.00638	6	6	6	6	0	0.73	0.999961	0.919444	1
0.0064	6	6	6	6	0	0.730278	0.999928	0.915417	1
0.00642	6	6	6	6	0	0.742361	0.999858	0.922778	1
0.00644	6	6	6	6	0	0.734583	0.999954	0.917778	1
0.00646	6	6	6	6	0	0.739028	0.999973	0.923333	1
0.00648	6	6	6	6	0	0.741806	0.999973	0.924028	1
0.0065	6	6	6	6	0	0.735972	0.999949	0.92125	1
0.00652	6	6	6	6	0	0.728472	0.999958	0.919722	1
0.00654	6	6	6	6	0	0.730556	0.999958	0.92125	1
0.00656	6	6	6	6	0	0.7225	0.999973	0.920417	1
0.00658	6	6	6	6	0	0.729306	0.999721	0.919722	1
0.0066	6	6	6	6	0	0.739028	0.999929	0.925833	1
0.00662	6	6	6	6	0	0.721528	0.999902	0.917083	1
0.00664	6	6	6	6	0	0.717083	0.99996	0.915417	1
0.00666	6	6	6	6	0	0.724583	0.999992	0.915417	1
0.00668	6	6	6	6	0	0.722778	0.999762	0.917083	1
0.0067	6	6	6	6	0	0.719444	0.99977	0.915833	1
0.00672	6	6	6	6	0	0.736528	0.999874	0.913611	1
0.00674	6	6	6	6	0	0.728194	0.99989	0.920556	1
0.00676	6	6	6	6	0	0.719583	0.999986	0.914722	1
0.00678	6	6	6	6	0	0.73125	0.999875	0.917222	1
0.0068	6	6	6	6	0	0.721806	0.999927	0.926389	1
0.00682	6	6	6	6	0	0.713472	0.999948	0.919167	1
0.00684	6	6	6	6	0	0.712083	0.99995	0.911806	1
0.00686	6	6	6	6	0	0.725139	0.999924	0.917361	1
0.00688	6	6	6	6	0	0.712083	0.999851	0.913611	1
0.0069	6	6	6	6	0	0.716528	0.999979	0.917639	1
0.00692	6	6	6	6	0	0.71375	0.999891	0.913056	1
0.00694	6	6	6	6	0	0.712778	0.999938	0.914444	1
0.00696	6	6	6	6	0	0.716944	0.999735	0.915139	1
0.00698	6	6	6	6	0	0.7175	0.999829	0.915139	1
0.007	6	6	6	6	0	0.705278	0.999943	0.916528	1
0.00702	6	6	6	6	0	0.715417	0.999842	0.913194	1
0.00704	6	6	6	6	0	0.709583	0.99995	0.912639	1
0.00706	6	6	6	6	0	0.718611	0.999933	0.917083	1
0.00708	6	6	6	6	0	0.710972	0.999862	0.912639	1
0.0071	6	6	6	6	0	0.716667	0.999908	0.917917	1
0.00712	6	6	6	6	0	0.710972	0.999886	0.915417	1
0.00714	6	6	6	6	0	0.70625	0.999767	0.910139	1
0.00716	6	6	6	6	0	0.705139	0.999588	0.910417	1
0.00718	6	6	6	6	0	0.703611	0.999994	0.915278	1
0.0072	6	6	6	6	0	0.712222	0.999563	0.917361	1
0.00722	6	6	6	6	0	0.707222	0.999947	0.909306	1
0.00724	6	6	6	6	0	0.694861	0.999956	0.911944	1
0.00726	6	6	6	6	0	0.704861	0.999844	0.911944	1
0.00728	6	6	6	6	0	0.702222	0.999994	0.905972	1
0.0073	6	6	6	6	0	0.698333	0.99979	0.914722	1
0.00732	6	6	6	6	0	0.6975	0.999911	0.908333	1
0.00734	6	6	6	6	0	0.697361	0.999864	0.9125	1
0.00736	6	6	6	6	0	0.6975	0.999706	0.901944	1
0.00738	6	6	6	6	0	0.705	0.999967	0.915556	1
0.0074	6	6	6	6	0	0.692222	0.99957	0.915972	1
0.00742	6	6	6	6	0	0.705278	0.999837	0.912778	1
0.00744	6	6	6	6	0	0.696528	0.999931	0.907083	1
0.00746	6	6	6	6	0	0.692778	0.999885	0.909722	1
0.00748	6	6	6	6	0	0.693472	0.999991	0.909444	1
0.0075	6	6	6	6	0	0.696667	0.99998	0.909028	1
0.00752	6	6	6	6	0	0.7025	0.999823	0.915556	1
0.00754	6	6	6	6	0	0.699861	0.999841	0.910417	1
0.00756	6	6	6	6	0	0.693333	0.999864	0.908194	1
0.00758	6	6	6	6	0	0.691806	0.999497	0.910417	1
0.0076	6	6	6	6	0	0.704306	0.999956	0.913611	1
0.00762	6	6	6	6	0	0.685139	0.999616	0.909306	1
0.00764	6	6	6	6	0	0.685833	0.999914	0.906667	1
0.00766	6	6	6	6	0	0.695833	0.999723	0.911111	1
0.00768	6	6	6	6	0	0.686528	0.999792	0.905833	1
0.0077	6	6	6	6	0	0.699167	0.999534	0.911806	1
0.00772	6	6	6	6	0	0.688333	0.999742	0.90625	1
0.00774	6	6	6	6	0	0.687778	0.999257	0.906528	1
0.00776	6	6	6	6	0	0.690694	0.999891	0.914583	1
0.00778	6	6	6	6	0	0.682361	0.999866	0.906806	1
0.0078	6	6	6	6	0	0.689722	0.999927	0.914861	1
0.00782	6	6	6	6	0	0.67375	0.999847	0.906944	1
0.00784	6	6	6	6	0	0.680833	0.999911	0.909306	1
0.00786	6	6	6	6	0	0.687917	0.999435	0.913333	1
0.00788	6	6	6	6	0	0.684722	0.999866	0.914861	1
0.0079	6	6	6	6	0	0.689167	0.999759	0.909722	1
0.00792	6	6	6	6	0	0.681944	0.999792	0.905694	1
0.00794	6	6	6	6	0	0.681667	0.999787	0.899722	1
